generated_at,source_reviewed_at,group_key,incentive_types,category,markets,total_reward,avg_reward,avg_target,earliest_end,hours_left,competition_proxy,manual_review_score,required_action,exposure_risk,automation_mode,sample_tickers
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGASCHEREL,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGASCHEREL-168.68
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGASCHERPO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGASCHERPO-426.2
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGBLOWATPR,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGBLOWATPR-326.97
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGBUL,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGBUL-27.23
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGCELULTPR,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGCELULTPR-1298.63
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGCHA,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGCHA-38.92
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGCHAEX,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGCHAEX-368.43
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGFIRPARIL,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGFIRPARIL-63.03
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGGENCOSHO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGGENCOSHO-184.84
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGMEGCHAXE,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGMEGCHAXE-34.66
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGMEGCHAYE,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGMEGCHAYE-445.06
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGMEGDRAEX,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGMEGDRAEX-735.23
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGMEGGENEX,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGMEGGENEX-1215.62
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGPERORDBO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGPERORDBO-174.86
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGPERORDPO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGPERORDPO-119.2
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGPHAFLABO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGPHAFLABO-412.28
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGPIKEX,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGPIKEX-1160.2
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGSQU,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGSQU-26.82
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOKEMON-26AUGTEAROCMO,liquidity,other,1,345.0000,345.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,55.1,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOKEMON-26AUGTEAROCMO-359.62
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXDROPOUTPRIMARY-26,liquidity,other,3,1500.0000,500.0000,1000.00,2026-08-17T03:59:00+00:00,287.52,Medium-High,54.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXDROPOUTPRIMARY-26-CMIL,KXDROPOUTPRIMARY-26-JFIS,KXDROPOUTPRIMARY-26-PREN"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXTRUMPUFC-26SEP,liquidity,politics/policy,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,54.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXTRUMPUFC-26SEP-DJT
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXTRUMPUFC-26OCT,liquidity,politics/policy,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,54.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXTRUMPUFC-26OCT-DJT
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXTRUMPUFC-26OCT2,liquidity,politics/policy,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,54.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXTRUMPUFC-26OCT2-DJT
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXRFKVACCINE-26AUG,liquidity,other,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,53.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXRFKVACCINE-26AUG-27JAN01
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXLOOMERADMIN-27JAN01,liquidity,other,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,53.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXLOOMERADMIN-27JAN01-LLOO
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXADJOURNRECESS-26AUG,liquidity,other,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,53.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXADJOURNRECESS-26AUG-AUG10
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXCENSUREEDWARDS-26NOV,liquidity,other,1,285.0000,285.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,53.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXCENSUREEDWARDS-26NOV
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXMILLEROUT-26JUL,liquidity,other,1,200.0000,200.0000,500.00,2026-08-17T03:59:00+00:00,287.52,Medium-Low,53.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 500 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXMILLEROUT-26JUL-26NOV03
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPRIMARYPLACE-SCRSENS26-1,liquidity,other,4,1400.0000,350.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,52.2,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXPRIMARYPLACE-SCRSENS26-1-DGRA,KXPRIMARYPLACE-SCRSENS26-1-MSAN,KXPRIMARYPLACE-SCRSENS26-1-RFRY,KXPRIMARYPLACE-SCRSENS26-1-RNOR"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXCOMEYDISMISS-27,liquidity,other,2,460.0000,230.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,51.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXCOMEYDISMISS-27-26OCT01,KXCOMEYDISMISS-27-27JAN01"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXCHINADATACENTER-26AUG,liquidity,other,1,230.0000,230.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,51.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXCHINADATACENTER-26AUG-27JAN01
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXTECHLAYOFF-26JUL,liquidity,other,1,230.0000,230.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,51.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXTECHLAYOFF-26JUL-2.3
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-FRY-NOR,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-FRY-NOR-GRA
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-FRY-GRA,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-FRY-GRA-NOR
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-NOR-FRY,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-NOR-FRY-GRA
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-NOR-GRA,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-NOR-GRA-FRY
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-GRA-NOR,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-GRA-NOR-FRY
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSCRSENS1REXACT-26AUG11-GRA-FRY,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXSCRSENS1REXACT-26AUG11-GRA-FRY-NOR
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXFIFALEAVE-27JAN01,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-07T03:59:00+00:00,47.52,Medium-High,50.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXFIFALEAVE-27JAN01-YES
